	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.3654	0	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	3	0	5	0	0	0	0	0	0	0	0	0	0
ASV.3655	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	20	0	0	0	0	0	0	24	10	16	49	0	0	10	11	23	0	0	0	0	60	0	0	0
ASV.3656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.3657	9	0	12	0	24	0	125	427	196	119	77	0	0	0	0	8	8	0	33	0	12	7	13	0	0	150	70	202	81	47	20	265	93	80	7	0	28	0	185	0	6	0
ASV.3658	0	8	0	15	0	0	0	0	0	0	0	0	0	0	11	41	18	6	0	0	5	0	0	0	21	0	0	0	0	0	7	19	0	0	18	44	53	0	0	8	19	0
ASV.3659	0	0	0	6	0	14	0	25	0	8	0	0	0	0	7	0	8	17	0	0	0	0	0	0	0	13	0	14	0	0	8	0	0	0	0	0	0	0	14	8	0	0
ASV.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3660	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV.3661	0	0	0	11	0	8	0	0	0	0	9	0	0	8	0	12	15	25	0	0	13	0	0	12	0	0	0	0	0	0	11	0	0	0	0	14	0	7	0	0	0	0
ASV.3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	14	0	0	0	0	13	0	0	0	0	0	0	18	17	22	0	0	0	0	0
ASV.3663	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3664	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3665	10	0	16	0	11	0	0	0	0	0	0	0	0	0	9	26	12	35	0	11	11	0	18	16	0	0	0	12	0	0	0	0	0	0	0	0	30	12	0	8	0	12
ASV.3666	5	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	10	0	7	0	0	37	0	0	0	0	0	0	0	34	0	5	0	0	15	5	0	0	7	0	0
ASV.3667	0	0	11	0	0	0	9	0	7	0	0	0	0	0	0	0	8	0	5	13	0	15	0	0	0	0	0	13	0	0	5	13	0	14	11	0	0	0	11	0	0	0
ASV.3668	0	0	39	24	21	0	0	0	0	0	0	0	30	0	0	0	0	31	0	0	0	0	18	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	33	0	0	0
ASV.3669	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	18	0	0	0
ASV.367	0	0	0	0	0	0	11	18	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	9	16	15	14	0	0	10	0	16	0	0	0	0	0	0	0	0
ASV.3670	0	0	24	0	0	15	0	38	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV.3671	18	10	0	0	0	0	0	0	0	0	0	0	0	9	0	19	17	29	0	39	15	15	23	15	26	0	0	0	0	0	24	0	0	0	12	20	34	14	0	0	20	0
ASV.3672	0	0	0	24	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	16	62	0	0	0	0	0	143	0	0	0	0	0	0	0	34	165	46	22	0	0
ASV.3674	15	0	14	5	6	7	0	0	0	0	0	7	5	0	9	9	0	0	8	20	0	18	33	12	15	0	0	7	16	0	22	0	0	0	0	0	11	12	0	9	6	0
ASV.3675	0	8	11	11	22	24	18	39	23	10	23	10	23	22	0	0	0	0	11	0	0	6	13	32	0	0	0	17	11	0	24	6	13	26	0	12	0	0	5	6	9	7
ASV.3676	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV.3677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	21	0	0	0	0	0	0	20	0	0	0	0	0	14	0	0	0
ASV.3678	0	0	0	0	0	0	0	0	0	17	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3679	0	0	0	0	0	0	0	0	0	0	0	41	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.368	0	22	0	0	144	51	39	0	0	0	0	59	31	81	0	0	0	0	56	0	0	68	81	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0
ASV.3680	0	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	0	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3681	13	0	0	16	0	10	35	27	18	12	22	0	33	38	14	19	27	28	18	0	23	0	13	0	0	0	0	27	35	20	23	0	0	22	0	0	0	0	25	30	0	0
ASV.3682	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3683	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	11	0	0	0	59	0	0	0	0	0	9	0	0	0
ASV.3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	62	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3685	17	0	0	0	0	0	9	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0
ASV.3686	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	96	59	0	0	0	0	0	0	0	0	0	31	0	0	0
ASV.3687	27	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	12	0	0	0	0	0	0	21	0	0	10	0	0	0	0	0	0	0	0	42	0	0	18	0	0
ASV.3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
ASV.3689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.369	0	10	0	13	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0	0
ASV.3690	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0
ASV.3691	7	0	59	26	68	29	0	0	0	0	0	49	20	37	16	0	7	26	38	10	4	26	71	0	0	9	0	13	0	0	28	0	13	7	8	0	0	0	0	0	0	17
ASV.3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0
ASV.3693	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	39	20	0	0	0	0	24	0	0	0	0	28	0	0	0
ASV.3694	8	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3695	41	0	101	0	71	66	0	0	0	0	0	58	0	76	0	0	26	0	46	0	0	0	55	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	21	0	0
ASV.3696	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	9	0	0
ASV.3697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	67	73	0	0	0	0	0	0	0	0
ASV.3698	86	69	63	0	48	44	57	101	0	0	54	56	45	0	76	102	27	64	0	71	54	0	70	104	0	57	40	56	38	0	62	45	37	41	42	54	84	81	0	71	54	0
ASV.3699	50	53	43	59	0	35	51	66	38	0	111	45	33	0	43	120	70	85	58	108	50	42	45	86	89	54	62	49	32	36	57	42	38	88	0	108	102	106	53	66	85	41
ASV.37	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	5	3	6	0	0	0	0	0	0	6	6	0	0	0	4	0	3	5	0
ASV.370	0	0	0	41	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3700	20	33	0	45	143	0	0	0	0	0	0	0	67	73	39	18	14	0	40	26	0	27	0	48	0	0	0	0	0	0	0	0	0	20	17	0	0	76	0	22	0	50
ASV.3701	0	0	0	0	0	0	9	14	0	69	95	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	54	0	19	18	0	33	7	71	0	0	0	0	21	0	0	0
ASV.3702	0	0	0	0	37	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	20	27	17	48	0	0	0	0	0	0	20	0	0
ASV.3703	0	0	15	0	0	6	0	0	0	0	0	8	0	0	0	0	7	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3704	0	0	0	0	273	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3705	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0
ASV.3706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV.3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3708	67	78	85	119	117	88	104	126	53	36	82	95	77	91	97	104	50	100	93	97	67	88	136	95	35	134	71	65	58	184	84	42	78	57	143	261	80	101	105	118	54	95
ASV.3709	0	0	0	0	0	0	33	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	35	0	0	0	55	0	0	0	0	0	43	0	0	0
ASV.371	29	0	0	0	0	0	0	0	0	0	6	0	0	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	26	0	0	0	9	0
ASV.3710	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	32	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	13
ASV.3712	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0
ASV.3713	17	8	33	15	34	14	25	27	15	7	13	13	12	16	0	0	0	26	24	22	0	0	16	9	0	39	9	24	22	38	14	15	22	25	0	0	4	18	29	0	14	32
ASV.3714	0	0	80	0	0	0	0	0	18	0	10	0	0	0	17	0	0	0	0	0	0	0	4	0	0	22	0	0	105	0	22	0	0	0	0	0	0	0	235	0	0	0
ASV.3715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3716	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	18	0	0	33	0	0	0	15	34	17	27	0	0	0	0	0	0	0	0	0
ASV.3717	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.3718	10	0	0	10	0	0	0	0	0	0	0	9	0	14	15	20	0	32	0	24	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.3719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.372	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	34	0	12	0	13	10	23	0	0	0	0	0	0	0	0	8	0	0	0	15	36	23	0	0	0	23	0
ASV.3720	0	33	0	0	0	0	0	0	0	0	0	0	0	0	25	40	33	0	0	35	27	0	0	30	0	0	0	0	0	0	0	0	0	0	24	38	0	0	0	0	34	0
ASV.3721	0	0	0	0	0	0	0	4	19	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	12	17	0	0
ASV.3722	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV.3723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	5	0	8	0	0	0	0	0	0	13	0	0	0
ASV.3724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	7	0	0	0	10	2	6	0	0	0	0	0	0	0	0	14	0	8	0	5	0	0
ASV.3725	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	35	0	569	0	0	0	0	0	0	0	0	0	0	0
ASV.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	69	0	0	0	0	0
ASV.3727	278	63	112	128	74	63	15	0	16	11	15	125	85	153	32	80	56	89	20	98	57	99	61	65	105	37	0	0	12	0	84	0	29	16	26	36	57	57	12	75	72	97
ASV.3728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.3729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV.373	0	0	31	0	11	0	0	0	0	0	0	0	18	13	21	5	12	0	0	9	0	0	0	16	0	22	6	11	9	0	0	0	0	0	0	10	0	0	0	9	8	33
ASV.3730	0	4	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3731	585	632	605	697	356	457	789	592	500	304	581	326	410	374	455	731	486	841	520	816	567	643	533	555	838	609	419	730	410	371	458	445	219	522	168	521	831	703	702	468	515	596
ASV.3732	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV.3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3734	0	0	0	0	0	0	5	18	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	20	10	0	0	0	0	0	13	0	0	0
ASV.3735	0	0	9	0	0	0	0	0	81	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	5	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV.3736	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.3737	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.3738	0	3	3	0	0	9	0	0	0	6	0	8	7	0	0	0	0	3	5	0	0	0	28	0	0	50	0	72	78	65	8	3	0	0	0	0	0	89	0	17	10	12
ASV.3739	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	15	0	0	0	53	21	0	19	0	0	0	0	22	0	0	0	13	0	0	0	0	32	25	0
ASV.374	0	0	12	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	15	0	12	0	37	0	0	12	0	0	0	0	0	5	0	0	0
ASV.3740	38	31	8	0	19	0	88	161	82	20	69	10	0	0	22	64	53	32	54	23	24	35	40	21	0	95	71	31	28	30	21	71	135	119	30	39	50	20	105	22	26	15
ASV.3741	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3742	0	0	0	0	0	0	0	0	22	21	30	0	0	0	0	0	0	68	0	0	17	0	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
ASV.3743	0	14	5	0	14	0	0	0	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ASV.3744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3745	5	0	0	6	0	0	0	20	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	17	0	11	0	7	0	0	0	0	8	0	0	0	0	6	5	0	0	0
ASV.3746	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0
ASV.3747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.3748	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	12	0	0	0	0	11	0
ASV.3749	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.375	41	21	120	21	112	109	56	53	24	9	34	97	44	100	32	31	41	34	36	39	21	104	87	60	30	42	20	14	13	25	131	23	15	25	78	49	26	45	19	9	16	49
ASV.3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	38	0	0	0	0	0	0	0	0	0	0
ASV.3751	15	18	20	17	11	6	0	14	0	0	7	0	14	14	13	31	13	49	0	22	49	12	22	25	17	0	0	0	0	0	9	15	0	0	0	15	30	30	12	27	11	8
ASV.3752	0	0	0	0	0	0	6	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	5	7	6	0	0	0	0	11	0	0	0
ASV.3753	0	0	0	0	0	0	0	0	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3754	32	13	12	21	16	53	41	42	38	13	6	32	52	32	11	13	10	21	0	27	23	21	48	17	20	22	13	30	10	0	48	28	17	42	0	14	16	45	21	12	13	0
ASV.3755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	10	0	0	0	0	0	0	0	0	9	0	11	0	0	13	16	13	0	0	0
ASV.3756	15	0	11	18	0	6	41	20	15	0	0	17	0	9	0	0	24	0	15	0	5	9	6	0	0	108	0	33	29	21	7	8	20	9	12	0	0	8	34	0	0	10
ASV.3757	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3758	86	84	112	46	39	58	56	0	25	0	35	37	62	24	0	26	29	70	27	61	53	42	45	26	51	0	48	30	58	0	78	0	20	41	15	35	0	42	33	0	49	57
ASV.3759	25	31	15	37	12	40	46	63	43	10	0	0	0	26	24	46	41	74	33	39	45	19	30	32	39	0	37	14	10	22	61	41	20	43	12	27	60	37	43	40	25	17
ASV.376	0	0	0	0	0	23	0	16	16	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV.3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3761	48	0	0	52	0	0	49	50	0	0	0	0	0	0	0	0	0	0	0	51	33	28	0	119	0	50	0	50	0	29	36	0	0	0	46	0	0	0	67	0	58	69
ASV.3762	0	4	0	12	12	11	0	0	2	0	0	17	0	7	0	0	8	6	0	8	4	0	0	0	0	0	4	0	2	0	0	0	0	0	0	4	0	9	0	0	0	0
ASV.3763	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	12	0	0	9	0	0	0	0	0	0	0	0	0	8	0	18	28	12	0	0	0	0
ASV.3764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	16	0	3	46	0	0	0	0	0	0	0	0	0
ASV.3766	0	0	0	0	15	45	0	32	0	0	0	0	0	0	0	33	0	15	0	34	0	0	54	62	27	0	0	0	0	0	64	0	27	0	0	0	23	0	0	0	0	0
ASV.3767	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	0
ASV.3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	16	24	0	0	0	0	0	0	0	0	0	0	31	0	0	18	0	0	0	0
ASV.3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.377	0	0	14	0	18	0	29	31	27	25	25	0	0	0	0	13	10	10	0	0	0	0	0	0	0	41	21	19	30	12	0	32	45	27	19	20	0	17	54	0	0	0
ASV.3770	0	0	0	0	0	0	19	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	13	11	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.3771	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	18	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	14	0	7
ASV.3772	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3773	0	16	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	11	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.3774	38	16	0	20	0	18	0	45	17	9	10	10	9	14	11	28	0	62	7	47	27	11	19	11	39	8	0	0	0	0	13	8	0	19	0	10	44	31	27	23	34	16
ASV.3775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3776	0	21	27	25	0	0	0	14	0	6	0	25	0	0	0	13	19	22	13	0	0	0	0	20	31	0	0	4	0	0	0	10	0	0	0	0	14	19	0	0	0	0
ASV.3777	52	0	0	25	0	26	0	0	0	0	0	29	0	28	0	22	0	0	0	0	30	0	36	0	0	0	0	0	0	0	37	0	0	0	0	0	34	23	0	29	25	0
ASV.3778	30	19	24	27	12	14	14	18	11	14	24	37	0	22	8	25	8	59	15	41	12	22	36	19	10	10	31	13	0	5	0	17	0	21	9	17	37	12	0	24	31	9
ASV.3779	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.378	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV.3780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	0	0	0	0	0
ASV.3781	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	40	0	0	0	0	0	0	0	0	0
ASV.3782	0	10	0	0	9	0	0	12	0	0	8	8	4	0	0	19	11	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	17	16	16	0	0	10	0	0	12
ASV.3783	17	44	31	22	0	10	29	0	21	0	14	16	0	23	0	0	7	20	11	0	0	10	11	17	4	7	25	36	42	0	10	0	0	15	0	0	0	32	35	5	0	19
ASV.3784	0	0	0	0	77	14	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
ASV.3785	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	15	13	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8
ASV.3786	3481	2400	3053	3800	5148	2787	1705	3083	2103	764	1227	2203	1869	2192	2442	3114	3276	4678	1888	3619	3653	3643	4354	2710	2524	2384	1029	1420	1294	494	3506	2147	1304	1105	2514	3094	5043	3230	1793	2412	2641	1965
ASV.3787	9	19	11	2	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	3	0	0	4	23	4	13	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.3788	0	0	0	0	0	0	31	50	19	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	28	0	0	28	47	0	0	0	0	0	0	0	0	0
ASV.3789	0	0	0	0	0	0	0	9	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6
